Entry ID,Deposition Date,Refinement Resolution (Å),Unnamed: 3
6XQW,2020-07-10,2.991,
6XRJ,2020-07-13,3.15,
6XSN,2020-07-15,2.87,
6XXV,2020-01-28,2.20116418766,
6XY2,2020-01-29,3.05,
6XYF,2020-01-30,1.11097,
6XYM,2020-01-30,1.2,
6XZ6,2020-02-02,2.7,
6XZF,2020-02-04,1.8,
6XZU,2020-02-05,1.5,
6XZW,2020-02-05,2.4,
6Y0D,2020-02-07,1.62,
6Y0E,2020-02-07,1.5,
6Y0L,2020-02-09,1.65,
6Y0M,2020-02-09,1.5,
6Y1K,2020-02-12,1.65,
6Y1L,2020-02-12,1.4,
6Y1M,2020-02-12,2.0,
6Y1N,2020-02-12,2.2,
6Y1R,2020-02-13,1.85,
6Y26,2020-02-15,1.2,
6Y27,2020-02-15,1.38,
6Y28,2020-02-15,1.69,
6Y29,2020-02-15,1.28,
6Y2A,2020-02-15,1.25,
6Y2B,2020-02-15,1.37,
6Y41,2020-02-19,1.79,
6Y43,2020-02-19,1.6,
6Y49,2020-02-19,1.65,
6Y54,2020-02-24,2.67,
6Y5D,2020-02-25,4.1,
6Y5E,2020-02-25,3.15,
6Y6C,2020-02-26,2.26,
6YAX,2020-03-14,2.8,
6YCR,2020-03-18,1.54,
6YHQ,2020-03-30,1.89,
6YIO,2020-04-01,1.83,
6YJP,2020-04-04,3.1,
6YMQ,2020-04-09,3.07,
6YO6,2020-04-14,6.0,
6YSC,2020-04-22,2.05,
6YSQ,2020-04-23,3.3,
6YT7,2020-04-24,1.55,
6YTB,2020-04-24,1.65,
6YXK,2020-05-03,2.0,
6YXL,2020-05-03,2.1,
6YXM,2020-05-03,2.85,
6YYE,2020-05-04,3.36,
6Z1O,2020-05-14,3.2,
6Z1Z,2020-05-14,1.7,
6Z2G,2020-05-15,1.95,
6Z3K,2020-05-20,2.7,
6Z3X,2020-05-22,1.74,
6Z6V,2020-05-29,2.19,
6Z9V,2020-06-04,2.01,
6Z9W,2020-06-04,2.7,
6Z9X,2020-06-04,2.68,
6ZDX,2020-06-15,3.0,
6ZEC,2020-06-16,1.65,
6ZFO,2020-06-17,4.4,
6ZH1,2020-06-20,2.2,
6ZJG,2020-06-29,2.45,
6ZJZ,2020-06-29,2.489,
6ZKW,2020-06-30,2.26,
6ZKX,2020-06-30,2.17,
6ZKY,2020-06-30,2.65,
6ZKZ,2020-06-30,2.3,
6ZPP,2020-07-09,1.5,
6ZTD,2020-07-18,3.43,
6ZTF,2020-07-20,1.55,
6ZTR,2020-07-20,2.1,
6ZVF,2020-07-24,1.9,
6ZWA,2020-07-28,1.68,
6ZWK,2020-07-28,1.55,
7AAH,2020-09-04,1.4,
7AD6,2020-09-14,2.75,
7AD7,2020-09-14,2.3,
7AFV,2020-09-20,2.4,
7AH1,2020-09-23,2.0,
7AJ6,2020-09-28,1.9,
7AKK,2020-10-01,3.395,
7ALO,2020-10-07,1.8,
7ALV,2020-10-07,2.835,
7AMA,2020-10-08,2.48,
7AMG,2020-10-08,3.18,
7AMP,2020-10-09,2.64,
7AMQ,2020-10-09,2.353,
7AMR,2020-10-09,1.949,
7AMS,2020-10-09,2.419,
7APZ,2020-10-20,1.97,
7AQL,2020-10-22,1.8,
7ARN,2020-10-25,1.57,
7ARX,2020-10-26,2.42,
7AW6,2020-11-06,1.95,
7AWE,2020-11-06,2.288,
7B12,2020-11-23,2.43,
7B1B,2020-11-24,4.23,
7B1C,2020-11-24,3.74,
7B1D,2020-11-24,3.41,
7B2M,2020-11-27,3.39,
7B2P,2020-11-27,3.43,
7B2Q,2020-11-27,3.76,
7BAG,2020-12-15,2.0,
7BAH,2020-12-15,1.89,
7BAI,2020-12-15,3.4,
7BBG,2020-12-17,2.64,
7BBJ,2020-12-17,2.72,
7BEA,2020-12-22,2.45,
7BG1,2021-01-05,1.86,
7BH8,2021-01-10,1.8,
7BKP,2021-01-16,2.8,
7BKQ,2021-01-17,3.4,
7BM5,2021-01-19,2.95,
7BNP,2021-01-22,1.7,
7BNW,2021-01-22,2.59,
7BST,2020-03-31,4.37,
7BTO,2020-04-02,3.97,
7BTP,2020-04-02,4.01,
7BTQ,2020-04-02,4.54,
7BTR,2020-04-02,4.54,
7BUJ,2020-04-07,2.13,
7BUM,2020-04-07,3.047,
7BUQ,2020-04-07,3.091,
7BXA,2020-04-18,3.32,
7BXV,2020-04-21,1.75,
7BYD,2020-04-22,2.80003270022,
7C00,2020-04-29,1.7,
7C3K,2020-05-12,2.6,
7C76,2020-05-23,3.4,
7C77,2020-05-23,3.3,
7C88,2020-05-29,1.997,
7C94,2020-06-04,2.84,
7C95,2020-06-04,2.13,
7C96,2020-06-05,2.51,
7CEA,2020-06-22,2.55,
7CEI,1998-09-17,2.3,
7CHQ,2020-07-06,1.33,
7CIQ,2020-07-08,1.59,
7CIR,2020-07-08,1.81,
7CIS,2020-07-08,2.1,
7CJ2,2020-07-09,2.7,
7CJQ,2020-07-12,2.7,
7COE,2020-08-04,2.05,
7CPO,2020-08-07,2.5,
7CRF,2020-08-13,2.89,
7CRV,2020-08-14,2.0,
7CRW,2020-08-14,3.18,
7CU5,2020-08-21,2.81,
7CYN,2020-09-03,4.2,
7CZD,2020-09-08,1.64,
7D4B,2020-09-23,3.14,
7D85,2020-10-07,2.5,
7D9Z,2020-10-14,1.123,
7DC6,2020-10-23,2.68,
7DC7,2020-10-23,1.77,
7DC8,2020-10-23,2.757,
7DCV,2020-10-27,,
7DFX,2020-11-10,2.996,
7DG0,2020-11-10,1.895,
7DHA,2020-11-13,2.55,
7DHG,2020-11-14,2.2,
7DNI,2020-12-09,3.2,
7DNJ,2020-12-09,3.3,
7DO4,2020-12-11,3.2,
7DOH,2020-12-14,1.45,
7DR4,2020-12-25,2.49,
7DUU,2021-01-11,2.51,
7DV4,2021-01-12,2.38,
7DV6,2021-01-12,2.39,
7DY5,2021-01-20,2.3,
7DYN,2021-01-22,2.0,
7DZM,2021-01-25,2.25,
7DZN,2021-01-25,2.63,
7E57,2021-02-18,3.302,
7E6P,2021-02-23,2.5,
7E9B,2021-03-04,1.78,
7E9D,2021-03-04,1.89,
7EA6,2021-03-06,2.18000239315,
7EDO,2021-03-16,2.7,
7EH3,2021-03-28,,
7EI1,2021-03-30,3.9,
7EJL,2021-04-02,1.89,
7EJM,2021-04-02,1.71,
7EJN,2021-04-02,2.11,
7EKB,2021-04-05,1.45,
7EKK,2021-04-05,1.7,
7EM9,2021-04-13,1.9,
7EMA,2021-04-13,1.8,
7EMB,2021-04-13,1.97,
7EMC,2021-04-13,1.9,
7EMD,2021-04-13,1.7,
7EQ3,2021-04-29,2.87,
7ER3,2021-05-05,2.598,
7EU2,2021-05-15,2.8,
7EYC,2021-05-30,2.49,
7EZY,2021-06-02,1.92,
7F2S,2021-06-14,2.62,
7F35,2021-06-15,2.6,
7F45,2021-06-17,3.52,
7F4W,2021-06-21,2.9,
7F5K,2021-06-22,3.00002976572,
7F7P,2021-06-30,2.03,
7F9K,2021-07-04,2.18,
7F9L,2021-07-04,2.7,
7F9M,2021-07-04,2.9,
7F9N,2021-07-04,3.0,
7FAB,1991-11-20,2.0,
7FCC,2021-07-14,2.144,
7FCH,2021-07-14,1.883,
7FCJ,2021-07-15,1.88,
7FCL,2021-07-15,3.04,
7FD3,2021-07-15,2.99,
7FGJ,2021-07-27,1.89,
7FGK,2021-07-27,2.3,
7FGL,2021-07-27,2.1,
7FGR,2021-07-27,2.2,
7FI5,2021-07-30,2.39,
7FI6,2021-07-30,2.9,
7FI7,2021-07-30,2.78,
7FI8,2021-07-30,2.8,
7FI9,2021-07-30,2.16,
7FJD,2021-08-03,3.2,
7FJE,2021-08-03,3.0,
7FJF,2021-08-03,3.1,
7JFL,2020-07-17,1.68,
7JFM,2020-07-17,2.23,
7JG1,2020-07-18,3.3,
7JG2,2020-07-18,3.3,
7JGJ,2020-07-19,4.8,
7JI2,2020-07-22,1.95,
7JIC,2020-07-23,3.8,
7JKB,2020-07-28,2.55,
7JKM,2020-07-28,1.78,
7JKS,2020-07-28,3.45,
7JL4,2020-07-29,1.92,
7JLK,2020-07-29,1.99,
7JLN,2020-07-30,2.57,
7JLU,2020-07-30,3.8,
7JLV,2020-07-30,3.8,
7JLX,2020-07-30,4.6,
7JMO,2020-08-02,2.359,
7JMX,2020-08-03,2.53,
7JO8,2020-08-06,1.399,
7JOO,2020-08-06,2.4,
7JPT,2020-08-09,3.2,
7JPU,2020-08-09,5.0,
7JVD,2020-08-20,2.3,
7JWG,2020-08-25,3.05,
7JWI,2020-08-25,3.02,
7JWJ,2020-08-25,3.251,
7JWP,2020-08-26,3.0,
7JWQ,2020-08-26,2.001,
7JXC,2020-08-27,2.47,
7JXD,2020-08-27,2.5,
7JXE,2020-08-27,2.043,
7JYU,2020-09-01,2.75,
7JYV,2020-09-01,1.51,
7JYW,2020-09-01,2.9,
7JYX,2020-09-01,2.95,
7JZ1,2020-09-01,3.37,
7JZ4,2020-09-01,2.747,
7JZI,2020-09-02,2.707,
7JZK,2020-09-02,2.457,
7K0C,2020-09-04,3.3,
7K0X,2020-09-06,3.1,
7K0Z,2020-09-06,3.2,
7K3Q,2020-09-12,1.38,
7K75,2020-09-22,2.5,
7K76,2020-09-22,2.14,
7K7R,2020-09-23,2.5,
7K80,2020-09-24,2.4,
7K81,2020-09-24,2.0,
7K8N,2020-09-27,1.65,
7K8O,2020-09-27,1.95,
7K8P,2020-09-27,1.8,
7K8Q,2020-09-27,2.0,
7K8R,2020-09-27,2.0,
7K9Z,2020-09-29,2.95,
7KC1,2020-10-04,3.41,
7KCZ,2020-10-07,3.15,
7KE1,2020-10-09,1.5,
7KEI,2020-10-10,1.75,
7KET,2020-10-12,2.0,
7KEU,2020-10-12,3.9,
7KEZ,2020-10-13,2.31,
7KF0,2020-10-13,2.32,
7KF1,2020-10-13,2.45,
7KFG,2020-10-13,3.002,
7KFK,2020-10-14,2.63,
7KGO,2020-10-18,2.15,
7KGP,2020-10-18,1.396,
7KGQ,2020-10-18,1.34,
7KGR,2020-10-18,1.55,
7KGS,2020-10-18,1.58,
7KGT,2020-10-18,1.9,
7KGU,2020-10-18,2.4,
7KHD,2020-10-21,2.95610193196,
7KHF,2020-10-21,3.54,
7KHX,2020-10-22,3.20569845167,
7KKJ,2020-10-27,2.05,
7KM6,2020-11-02,1.67,
7KOZ,2020-11-10,2.25,
7KP0,2020-11-10,2.4,
7KP1,2020-11-10,2.02,
7KPJ,2020-11-11,2.1,
7KQK,2020-11-16,2.6,
7KQL,2020-11-16,1.49,
7KQY,2020-11-18,2.913,
7KVX,2020-11-29,2.48,
7KVZ,2020-11-29,2.35,
7KW1,2020-11-29,1.8,
7KX0,2020-12-02,2.69,
7KX4,2020-12-03,2.6,
7KZA,2020-12-10,1.69,
7KZC,2020-12-10,2.3,
7L15,2020-12-14,2.25,
7L1B,2020-12-14,2.04,
7L1C,2020-12-14,1.96,
7L1D,2020-12-14,3.11,
7L2G,2020-12-17,,
7L6M,2020-12-23,4.7,
7L77,2020-12-27,1.543,
7L79,2020-12-27,2.826,
7L7V,2020-12-30,2.95,
7L7W,2020-12-30,2.55,
7LA7,2021-01-06,1.55100728206,
7LCN,2021-01-11,3.35,
7LCV,2021-01-11,1.7,
7LD1,2021-01-12,3.4,
7LF7,2021-01-15,2.026,
7LF8,2021-01-15,2.15,
7LFA,2021-01-15,1.857,
7LFB,2021-01-16,1.913,
7LFD,2021-01-16,2.157,
7LFH,2021-01-17,4.2,
7LFI,2021-01-17,1.7,
7LFJ,2021-01-17,1.7,
7LFK,2021-01-17,1.6,
7LFL,2021-01-17,1.6,
7LFM,2021-01-17,1.6,
7LGD,2021-01-20,2.88,
7LGT,2021-01-21,1.97,
7LK9,2021-02-01,3.4,
7LKA,2021-02-02,1.981,
7LLI,2021-02-04,3.2,
7LLJ,2021-02-04,3.15,
7LMN,2021-02-05,2.01,
7LMO,2021-02-05,1.99,
7LMP,2021-02-05,2.29,
7LMQ,2021-02-05,1.91,
7LMR,2021-02-05,2.09,
7LQ7,2021-02-13,3.4,
7LT1,2021-02-18,2.4,
7LT2,2021-02-18,1.58,
7LUD,2021-02-22,2.9,
7LUR,2021-02-23,1.95,
7LUS,2021-02-23,2.45,
7LVU,2021-02-26,1.94,
7LYV,2021-03-08,1.9,
7LYW,2021-03-08,2.51,
7LZ6,2021-03-09,7.3,
7M1C,2021-03-12,2.1,
7M3Y,2021-03-19,1.69,
7M3Z,2021-03-19,1.4,
7M41,2021-03-19,1.79,
7M6K,2021-03-25,1.69,
7M8S,2021-03-30,2.35,
7M8T,2021-03-30,1.5,
7M8U,2021-03-30,1.45,
7MF7,2021-04-08,2.0,
7MF8,2021-04-08,2.2,
7MF9,2021-04-08,3.7,
7MFA,2021-04-08,2.4,
7MFB,2021-04-08,1.74,
7MFR,2021-04-10,2.848,
7MFV,2021-04-11,1.9,
7MHC,2021-04-15,2.32,
7MJ6,2021-04-19,1.95,
7MJ7,2021-04-19,1.6,
7MJ8,2021-04-19,1.79,
7MJ9,2021-04-19,1.75,
7MJA,2021-04-19,1.69,
7MLE,2021-04-28,2.2,
7MLM,2021-04-28,2.104,
7MPG,2021-05-04,3.4,
7MSG,2021-05-11,3.5,
7MSJ,2021-05-11,2.1,
7MU4,2021-05-14,1.83,
7MWY,2021-05-17,1.84,
7MWZ,2021-05-17,2.0,
7MX8,2021-05-18,2.02,
7MXI,2021-05-19,2.8,
7MYT,2021-05-21,2.1,
7N04,2021-05-25,1.70000520394,
7N05,2021-05-25,1.7,
7N07,2021-05-25,2.4,
7N08,2021-05-25,2.0,
7N0X,2021-05-26,2.0,
7N19,2021-05-27,2.38,
7N1A,2021-05-27,2.065,
7N1B,2021-05-27,2.81,
7N1C,2021-05-27,1.881,
7N1D,2021-05-27,2.35,
7N1E,2021-05-27,2.3,
7N1F,2021-05-27,2.393,
7N2N,2021-05-29,2.6,
7N2O,2021-05-29,2.3,
7N2P,2021-05-29,2.5,
7N2Q,2021-05-29,2.7,
7N2R,2021-05-29,2.28,
7N2S,2021-05-29,2.37,
7N34,2021-05-31,1.9,
7N35,2021-05-31,2.6,
7N3E,2021-06-01,2.06,
7N3F,2021-06-01,1.9,
7N3G,2021-06-01,1.42,
7N3H,2021-06-01,1.26,
7N4K,2021-06-04,1.85,
7N50,2021-06-04,1.5,
7N51,2021-06-04,1.67,
7N52,2021-06-04,2.9,
7N5C,2021-06-05,1.87,
7N5P,2021-06-06,2.09,
7N5Q,2021-06-06,1.76,
7N6P,2021-06-08,2.15,
7N8Q,2021-06-15,2.9,
7N9J,2021-06-18,1.74,
7NA5,2021-06-19,2.5,
7NC0,2021-01-28,2.2,
7NDQ,2021-02-02,2.551,
7NDT,2021-02-02,2.999,
7NDU,2021-02-02,2.9,
7NFA,2021-02-05,2.3,
7NJZ,2021-02-17,3.2,
7NLD,2021-02-22,2.3,
7NMC,2021-02-23,1.2,
7NMD,2021-02-23,2.25,
7NME,2021-02-23,2.2,
7NMF,2021-02-23,2.98,
7NMG,2021-02-23,2.48,
7NMO,2021-02-23,1.2,
7NMR,2021-02-23,1.15,
7NMT,2021-02-23,1.2,
7NMV,2021-02-23,1.51,
7NMY,2021-02-23,1.25,
7NN5,2021-02-24,1.242,
7NOZ,2021-02-26,3.9,
7NP9,2021-02-26,1.14,
7NSL,2021-03-08,3.1,
7NSX,2021-03-08,1.9,
7NSY,2021-03-08,1.4,
7NSZ,2021-03-08,1.3,
7NT0,2021-03-08,1.8,
7NW3,2021-03-16,3.20001097294,
7NYC,2021-03-22,3.54,
7NYD,2021-03-22,3.27,
7NZE,2021-03-24,2.05,
7NZF,2021-03-24,1.9,
7NZH,2021-03-24,2.831,
7O00,2021-03-25,2.24,
7O2Z,2021-04-01,2.55,
7O30,2021-04-01,2.65,
7O31,2021-04-01,1.55,
7O33,2021-04-01,1.85,
7O4Y,2021-04-07,1.6,
7O52,2021-04-07,2.41,
7ODU,2021-04-30,3.0,
7OM4,2021-05-21,6.05,
7OM5,2021-05-21,1.48,
7OMN,2021-05-24,1.7,
7OMT,2021-05-24,2.0,
7ON5,2021-05-25,1.25,
7OOI,2021-05-27,2.28,
7OP0,2021-05-28,2.57,
7OW1,2021-06-16,1.4,
7OW3,2021-06-16,2.46,
7OW4,2021-06-16,1.81,
7OW5,2021-06-16,2.58,
7OW6,2021-06-16,2.64,
7OWC,2021-06-17,1.85,
7OWD,2021-06-17,1.71,
7OXN,2021-06-22,2.5,
7P0A,2021-06-29,2.429,
7P0T,2021-06-30,2.605,
7P2D,2021-07-05,3.2,
7P3D,2021-07-07,1.67,
7P3E,2021-07-07,2.0,
7P49,2021-07-10,2.05,
7P4B,2021-07-10,1.72,
7PAG,2021-07-29,4.0,
7PB2,2021-07-30,3.41,
7PBC,2021-08-02,2.04,
7PBE,2021-08-02,3.0,
7PDW,2021-08-09,1.82,
7PDX,2021-08-09,2.27,
7PDY,2021-08-09,2.54,
7PHR,2021-08-18,3.08,
7PHS,2021-08-18,2.77,
7PHU,2021-08-18,2.53,
7PHV,2021-08-18,3.091,
7PHW,2021-08-18,2.793,
7PI2,2021-08-19,3.14,
7PI3,2021-08-19,3.269,
7PI6,2021-08-19,2.6,
7PI7,2021-08-19,2.72,
7PK9,2021-08-25,2.8,
7PKB,2021-08-25,3.2,
7PKD,2021-08-25,3.3,
7PKE,2021-08-25,3.3,
7PKF,2021-08-25,2.8,
7PKG,2021-08-25,3.3,
7PKH,2021-08-25,3.0,
7PKL,2021-08-25,2.35,
7PQN,2021-09-17,2.40001520992,
7PQO,2021-09-17,3.39,
7PZC,2021-10-12,3.9,
7PZD,2021-10-12,3.6,
7Q15,2021-10-18,3.301,
7Q1Y,2021-10-22,4.4,
7Q3B,2021-10-27,2.55733924728,
7Q3P,2021-10-28,2.1,
7Q4Q,2021-11-01,1.65,
7Q5Z,2021-11-05,3.25,
7Q60,2021-11-05,3.13,
7Q61,2021-11-05,2.88,
7Q62,2021-11-05,3.18,
7Q6C,2021-11-06,2.29274,
7Q85,2021-11-10,2.359,
7Q98,2021-11-12,2.5,
7Q99,2021-11-12,2.55,
7Q9A,2021-11-12,2.1,
7Q9B,2021-11-12,3.24,
7QCQ,2021-11-25,1.7,
7QDO,2021-11-27,3.6,
7QHP,2021-12-13,1.82,
7QIV,2021-12-16,2.8,
7QNG,2021-12-20,2.7,
7QPD,2022-01-03,3.73,
7QPJ,2022-01-04,1.54,
7QT0,2022-01-14,2.07,
7QT2,2022-01-14,1.92,
7QT3,2022-01-14,1.7,
7QT4,2022-01-14,2.32,
7QTR,2022-01-15,,
7QTS,2022-01-15,,
7QU1,2022-01-17,1.91,
7QU2,2022-01-17,2.5,
7QU6,2022-01-17,2.34,
7QU8,2022-01-17,3.37,
7QUH,2022-01-18,2.867,
7QUI,2022-01-18,3.352,
7R20,2022-02-03,1.42,
7R4H,2022-02-08,2.34,
7R52,2022-02-10,2.943,
7R53,2022-02-10,3.121,
7R54,2022-02-10,2.836,
7R63,2021-06-22,2.0,
7R73,2021-06-24,1.76,
7R74,2021-06-24,2.76,
7R7Z,2021-06-25,2.286,
7RA7,2021-06-30,2.2,
7RAI,2021-07-01,3.24,
7RAJ,2021-07-01,3.0,
7RAQ,2021-07-02,1.74,
7RAV,2021-07-02,3.3,
7RCO,2021-07-07,2.9,
7RCS,2021-07-08,2.4,
7RD3,2021-07-09,1.81,
7RD4,2021-07-09,1.75,
7RD9,2021-07-09,1.91,
7RDA,2021-07-09,1.92,
7RDJ,2021-07-09,1.93,
7RDK,2021-07-09,2.46,
7RDL,2021-07-09,2.71,
7RDM,2021-07-09,2.08,
7RDV,2021-07-11,2.90006610312,
7RDW,2021-07-12,3.55,
7RE7,2021-07-12,2.547,
7RE8,2021-07-12,2.82,
7RE9,2021-07-12,2.77,
7RFP,2021-07-14,4.4,
7RG7,2021-07-14,1.83,
7RGA,2021-07-14,2.9,
7RHO,2021-07-18,2.0,
7RI1,2021-07-19,2.55,
7RI2,2021-07-19,2.8,
7RK7,2021-07-22,2.54,
7RM4,2021-07-26,3.33,
7RNO,2021-07-29,,
7RPP,2021-08-04,2.2,
7RPR,2021-08-04,1.9,
7RPS,2021-08-04,2.09,
7RQP,2021-08-06,2.98,
7RQQ,2021-08-06,1.89,
7RQR,2021-08-06,2.23,
7RRG,2021-08-09,2.12,
7RTD,2021-08-13,2.05,
7RTH,2021-08-13,3.19,
7RTP,2021-08-13,2.09,
7RTR,2021-08-14,2.6,
7RXI,2021-08-23,2.15,
7RXJ,2021-08-23,2.345,
7RXL,2021-08-23,1.823,
7RXP,2021-08-23,1.761,
7RYL,2021-08-25,2.0,
7RYM,2021-08-25,3.2,
7RYN,2021-08-25,2.7,
7RYO,2021-08-25,3.0,
7RYU,2021-08-26,1.51,
7RYV,2021-08-26,2.5,
7RZD,2021-08-27,1.82,
7RZJ,2021-08-27,1.8,
7S08,2021-08-30,2.42,
7S0J,2021-08-30,2.15,
7S0X,2021-08-31,2.8,
7S11,2021-08-31,2.58,
7S13,2021-08-31,2.12,
7S1B,2021-09-02,3.03,
7S4N,2021-09-09,1.65,
7S58,2021-09-10,1.82,
7S59,2021-09-10,2.39,
7S79,2021-09-15,1.53,
7S7D,2021-09-15,1.56,
7S7E,2021-09-15,2.04,
7S7F,2021-09-15,1.88,
7S7I,2021-09-16,2.4,
7S8A,2021-09-17,2.1,
7S8E,2021-09-17,1.6,
7S8F,2021-09-17,1.8,
7S8I,2021-09-17,1.66,
7S8J,2021-09-17,1.92,
7S8Q,2021-09-19,2.08,
7S8R,2021-09-19,2.95,
7S8S,2021-09-19,1.87,
7S9V,2021-09-21,3.3,
7S9W,2021-09-21,3.4,
7SA2,2021-09-21,1.85,
7SA6,2021-09-22,2.9,
7SAH,2021-09-22,1.6,
7SAI,2021-09-22,2.23,
7SAJ,2021-09-22,2.37,
7SAK,2021-09-22,1.15,
7SAL,2021-09-22,1.93,
7SAY,2021-09-23,2.1,
7SBI,2021-09-24,2.23,
7SBU,2021-09-25,2.53,
7SBZ,2021-09-26,2.9,
7SCS,2021-09-29,1.51,
7SCT,2021-09-29,1.84,
7SCU,2021-09-29,1.86,
7SCV,2021-09-29,2.01,
7SD2,2021-09-29,3.75,
7SEN,2021-09-30,2.09,
7SFX,2021-10-04,3.1,
7SG0,2021-10-04,3.0,
7SG1,2021-10-04,3.1,
7SG2,2021-10-04,3.1,
7SG5,2021-10-05,1.4,
7SG6,2021-10-05,1.55,
7SH4,2021-10-07,2.0,
7SHO,2021-10-10,2.25,
7SHP,2021-10-11,2.2,
7SHT,2021-10-11,7.29,
7SHU,2021-10-11,2.75,
7SHY,2021-10-11,3.0,
7SHZ,2021-10-11,3.0,
7SI0,2021-10-12,3.0,
7SIF,2021-10-14,1.73,
7SIG,2021-10-14,1.741,
7SIH,2021-10-14,1.9,
7SII,2021-10-14,3.45,
7SIS,2021-10-14,1.9,
7SIY,2021-10-15,1.48,
7SJM,2021-10-18,1.8,
7SJP,2021-10-18,2.1,
7SJS,2021-10-18,1.612,
7SN1,2021-10-27,1.467,
7SN2,2021-10-27,4.3,
7SO0,2021-10-28,1.74,
7SQP,2021-11-05,2.53,
7SR0,2021-11-07,2.54,
7SR3,2021-11-07,2.49,
7SR4,2021-11-07,2.59,
7SR5,2021-11-07,2.35,
7SRK,2021-11-08,2.5,
7SSH,2021-11-11,2.73,
7SSM,2021-11-11,1.96,
7SSV,2021-11-11,3.39,
7SSX,2021-11-11,2.89,
7SSY,2021-11-11,2.89,
7SSZ,2021-11-11,3.25,
7ST5,2021-11-12,2.2,
7ST8,2021-11-12,2.75,
7STF,2021-11-12,3.14,
7SU0,2021-11-15,2.41,
7SU1,2021-11-15,2.53,
7SU9,2021-11-16,1.99,
7T0F,2021-11-29,2.0,
7T0G,2021-11-29,1.53,
7T0H,2021-11-29,1.3,
7T0I,2021-11-29,2.1,
7T0J,2021-11-29,2.15,
7T0K,2021-11-29,2.0,
7T0L,2021-11-29,3.0,
7T1E,2021-12-01,1.459,
7T1W,2021-12-02,2.45,
7T1X,2021-12-02,2.6,
7T25,2021-12-03,2.25,
7T2A,2021-12-03,3.04,
7T2B,2021-12-03,2.8,
7T2C,2021-12-03,3.1,
7T2D,2021-12-03,3.4,
7T5M,2021-12-12,1.67,
7T62,2021-12-13,21.0,
7T6I,2021-12-13,2.3,
7T83,2021-12-15,2.1,
7T84,2021-12-15,1.6,
7T97,2021-12-18,2.144,
7T98,2021-12-18,2.97,
7T99,2021-12-18,2.65,
7TBA,2021-12-21,3.5,
7TE3,2022-01-04,2.2,
7TE4,2022-01-04,2.456,
7TI6,2022-01-12,2.64,
7TJC,2022-01-16,1.35,
7TLT,2022-01-18,2.3,
7TP3,2022-01-24,2.33,
7TPS,2022-01-26,3.15,
7TQA,2022-01-26,2.328,
7TR4,2022-01-27,2.3,
7TTZ,2022-02-02,2.35,
7TUC,2022-02-02,1.25,
7TUD,2022-02-02,1.45,
7TUE,2022-02-02,3.1,
7TUF,2022-02-02,2.8,
7TUG,2022-02-02,3.9,
7TUH,2022-02-02,2.3,
7TUS,2022-02-03,2.4,
7TUY,2022-02-03,2.98,
7TUZ,2022-02-03,3.12,
7TV9,2022-02-04,3.4,
7TXR,2022-02-09,2.0,
7TXW,2022-02-10,2.17,
7U04,2022-02-17,2.31,
7U0K,2022-02-18,1.73,
7U1R,2022-02-22,1.8,
7U21,2022-02-22,1.9,
7U5G,2022-03-02,1.84,
7U61,2022-03-03,2.1,
7U62,2022-03-03,1.82,
7U63,2022-03-03,2.3,
7U64,2022-03-03,1.75,
7U68,2022-03-03,2.0,
7U8C,2022-03-08,1.74,
7UC5,2022-03-16,1.95,
7UE9,2022-03-21,1.75,
7UED,2022-03-21,3.0,
7UEL,2022-03-22,1.9,
7UEM,2022-03-22,2.314,
7UEN,2022-03-22,1.55,
7UFJ,2022-03-22,2.5,
7UFN,2022-03-22,2.2,
7UFO,2022-03-23,1.8,
7UFQ,2022-03-23,2.3,
7UGM,2022-03-25,1.4,
7UIJ,2022-03-29,2.701,
7UM2,2022-04-06,1.63,
7UM3,2022-04-06,2.3983,
7UMG,2022-04-06,2.4,
7UNB,2022-04-10,2.18,
7UQC,2022-04-19,2.65,
7UR1,2022-04-21,2.17,
7URU,2022-04-22,2.4,
7UT3,2022-04-26,3.0,
7UVF,2022-05-01,2.6,
7UVK,2022-05-02,3.28,
7UVL,2022-05-02,3.56,
7UX5,2022-05-05,3.35,
7UXL,2022-05-05,2.86,
7UXO,2022-05-05,2.25,
7UXP,2022-05-05,2.62,
7UXQ,2022-05-05,2.89,
7V0V,2022-05-11,,
7V3Q,2021-08-11,2.98,
7V4I,2021-08-13,3.3,
7V4J,2021-08-13,3.5,
7V4K,2021-08-13,,
7V4L,2021-08-13,3.4,
7V4W,2021-08-15,2.1,
7V63,2021-08-19,2.906,
7V64,2021-08-19,1.56,
7V7K,2021-08-21,2.2,
7V8Q,2021-08-23,3.2,
7VAC,2021-08-28,3.5,
7VAZ,2021-08-30,2.73,
7VEN,2021-09-09,1.45,
7VMU,2021-10-09,2.89,
7VMZ,2021-10-10,2.85,
7VPY,2021-10-18,1.6,
7VS2,2021-10-25,2.5,
7VTJ,2021-10-29,2.0,
7VTP,2021-10-30,3.23,
7VTQ,2021-10-30,3.55,
7VU5,2021-11-01,,
7VUX,2021-11-04,1.64,
7VYT,2021-11-15,1.53,
7W7Q,2021-12-06,1.96,
7WBG,2021-12-16,2.0,
7WBI,2021-12-16,1.8,
7WBT,2021-12-17,2.75,
7WBU,2021-12-17,3.42,
7WC0,2021-12-17,2.705,
7WCY,2021-12-20,2.36,
7WDK,2021-12-21,3.05,
7WDL,2021-12-22,1.903,
7WDM,2021-12-22,2.123,
